song_id,lyrics,Mood,Mood_encod
ML1007,"shit aint
niggas dont wanna stay lane
im alright im good i cant complain
bout piece pussy going grain
the sun shining im prepared rain
you mad im late glad i came
that aint blood shirt bitch im covered stain
like let explain
no batman robin i really robbing
like i aint option
stick kid rob plug im running play like auction
if i fuck around get jammed would write
would make sure commissary straight thats unlikely
i dont even know i bothered ask
i might grab k spaz
i reallyll give nigga last
if i bad would ride til wheel fell expired tag
i lost brother hurt
but hurt worse
is watching mother shed tear cause oldest child hearse
but aint half shit get deeper
i hide pain like im holding strong
really im getting weaker weaker weaker
i come sens get shit together
popped perky i feel little better
devil trying take wont let
you run pain
but damn sure cant hide
cause i promise gone eat yo as inside
i got three daughter i gotta provide
aint pressure like wasnt applied
mary j blige gonna cry
knowing fighting live die
an i swear shit aint since i lost brother
ive trying hide pain like still see living color
an i swear i lost cause
you werent could tell thing gonna better
i swallow pride
i wiped eye
i said i aint gone cry
not front daughter gotta set example
i cant lie i tried
i broke couldnt hold inside
we fighting live die
aint pressure like wasnt applied
an i cant lie shit aint like use
an usually i dont let next nigga influence
since brother told money talk
its like i speak fluently
running past catch gone
verse
those cold night cell
no visitation
sunny day precipitation
fifteen minute phone call wasted
in midst fighting case
i realized fuck gone baby
nobody
only strong survive
make mind decide
you fell love like bonnie clyde
i ran check im full stride
you one day gone next
dont something know gone regret
i aint get tell brother i love
now im mad world upset
i thank god i made
twenty odd year rip running street
go bad crazy
i feel like tyrese gibson im waste deep
speaking next man situation aint one hunna
the devil devoured flower heart crumbled
ima fuck around go crazy
why live
why die
what purpose
suicidal thought like shit really worth
what fuck i deserve
hold ya head high bullshit start surface
im trying stay strong mama shit aint working
chorus
an i swear shit aint since i lost brother
ive trying hide pain like still see living color
an i swear i lost cause
you werent could tell thing gonna better
i swallow pride
i wiped eye
i said i aint gone cry
not front daughter gotta set example
i cant lie i tried
i broke couldnt hold inside
we fighting live die
aint pressure like wasnt applied
an i cant lie shit aint like use
an usually i dont let next nigga influence
since brother told money talk
its like i speak fluently
running past catch gone",relaxed,2
ML1008,"pour heart him
power belongeth god
god spoken
and twice i heard
power belongeth god
who search his understanding
his thought higher
all power's his hand life he plan
god salvation
we find refuge him
power belongs power belongs god
great god almighty
and he strong battle
power belongs god
although host encamp
encamp surround
power belongs god
i shall afraid terror night
nor arrow day
i'm persuaded come may
i've got great joy
power belongs power belongs god
great god almighty
and he strong battle
power belongs god
although host encamp
encamp surround
power belongs god
i shall i shall afraid terror night
nor arrow day
i'm persuaded come may
and trouble behind
i've got great joy
power belongs power belongs god
power belongs god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
there nothing hard god
nothing hard god
power belongs god
power belongs god
power belongs god",sad,3
ML1009,"maybe oughta think twice
before start something nice
no need sacrifice spice life ooh ooh
your love's like fire ice pretty baby
that's oughta think twice
before start something nice
think twice think twice
i really love
you know i
i really love
you know true
i really love
you know i
i really love
you know true
maybe oughta think twice
before start something nice
no need sacrifice spice life ooh ooh
your love's like fire ice
that's oughta think twice
before start something nice
think twice think twice
i really love
you know i
said i really love
you know true
i really love
you know i
i said i really love
you know true
i really love
you know i
i said i really love
you know true
you know i love baby
you know i think twice
i really love baby
you know i think twice
i really love baby
you know true think twice
you know i love baby
you know i think twice",angry,0
ML101,"only love make rain
the way beach kissed sea
only love make rain
like sweat lover laying field
love reign o'er
love reign o'er
rain
rain
only love bring rain
that make yearn sky
only love bring rain
that fall like tear high
love reign o'er
rain rain
love reign o'er
rain rain
on dry dusty road
the night spend apart alone
i need get back home cool cool rain
i can't sleep i lay i think
the night hot black ink
oh god i need drink cool cool rain
love reign o'er
reign o'er o'er o'er whoa
love reign o'er
o'er
love",angry,0
ML1010,"fire bayou
fire bayou
fire bayou
down new orleans lucky's din
he deal y'all th gin
one dude wanted bottle wine
hit dude yes dollar dime
fire bayou
fire bayou
take little toke smoke
buy bottle wine
cool cool wine going throat
don't try tell make feel fine
fire bayou
fire bayou
i got nickel got dime
let's get together good time
goin' buy fifth going buy joint
when gettin' doin' thing right
the mississippi river can't tamed
i pole pirogue middle night
i'm uptown ruler i right",sad,3
ML1011,"let take place i know want go
it's good life
i wanna stand around beg
just say
no
no
i got feeling gonna like
what i'm
and i'm i'm
i'll want
love shining
life thriving good life
good life
a feeling get good life
once get good life feeling
let tell one take away
no
no
no bad time
only glad time good life
good life
when groove rocking nothing feel good good life
i want want
to want good life night
no rainy day
the sun chase cloud away
in good life
good life
no sorrow
nothing borrowed good life
good life",relaxed,2
ML1014,"little girl understand
i wanna loving man
all
i want one love
i wanna love
you'll find little girl know
don't know i'm love
all
i want one love
i wanna love
meet parlor 'bout half past one
we go fun
all ourself ourself
we need nobody u
we gonna ourself
meet parlor 'bout half past one
we go fun
all ourself ourself
we need nobody u
we gonna ourself
little girl understand
i wanna loving man
all
we want one love
we love",relaxed,2
ML1015,"whoa beautiful
more eye see
your hair blowin' wind
i know love end
stardust sky
i either love die
i've gotta life
i really wanna make wife ooh
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
oh friend
the truth i know
oh taught thing
i never thought i'd know
darlin' yeah
through strangest time
oh must meant
my kind little love mine
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
stardust blowin' wind
i know love end
i like lovin'
i'll never never never let go
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby
you got love i need baby",sad,3
ML1016,"your love mean world
words could express joy bring
your love move tenderly
to side mean everything i sing
your love best
if i could give would
settle love settle kiss
settle love never miss
so give darling take hand
settle kiss
'cause i give
settle love never miss
your love mean world
and like ocean wide love run deep
your love move tenderly
yeah like bird outside window sing
settle love settle kiss
settle love never miss
so give darling take hand
settle kiss
ooh 'cause that's i give
settle love never miss
i can't bring precious star paradise
and thing really mind
all i give love true
from heart
your love mean world
no word word express joy bring
your love best
if i could give everything
settle love settle kiss
settle love never miss
so give darling take hand
settle kiss
ooh 'cause that's i give
settle love never miss
settle love
settle love
settle love
settle love
settle love
settle love
settle love
settle love
settle love",relaxed,2
ML102,"down hole emotion hard hide
it's decision chance take
it's head habit that's hard break
do need friend
would tell lie
would take
are lonely dark
in dark
in dark
in dark
you never listen voice inside
they fill ear run place hide
you're never sure illusion real
you pinch memory feel
can break away
from alibi
can make play
oh meet dark
in dark
in dark
in dark
in dark
in dark
don'tcha need oh yeah
don'tcha leave hey hey
don'tcha need oh yeah
you take interest opinion's dear
you make round oh try sincere
you guard hope pocket dream
you'd trade avoid unpleasant scene
can face fire
when see
can feel fire
will love dark
in dark
in dark
in dark
in dark
in dark
in dark
in dark
in dark",relaxed,2
ML1021,"i want know wearing
there black diamond eye
and know skin scaling
have fucked stray kid yet
they're sleeping backyard
they're looking one
except smoke good fun
with dog wife new son
and probably never hug
'cause never really found love
just woman always love
just unhappy man
and i i found
we're sleeping around
his daughter used come
with daughter husband
now one see husband
'cause as caught harvest
and pant got good fill
i know sun beneath window sill
i told get fucked get laid
now say man who's got taste
who's really got potential
except procreate inessential
and i i found
we're sleeping around
all really want love",sad,3
ML1022,"no fun babe
no fun
no fun babe
no fun
no fun hang around
feelin' old way
no fun hang around
freaked another day
no fun babe
no fun
no fun babe
no fun
no fun alone
walking
no fun alone
in love nobody else
well maybe go maybe stay home
maybe call mom telephone
well c'mon well c'mon
well c'mon well c'mon
well c'mon well c'mon
well c'mon well c'mon
no fun alone
no fun alone
now hang let go
no fun alone
i said alone
i said alone
no fun
well i say well i say c'mon ron i said i said c'mon ron i said c'mon ron lemme
i said c'mon ron lemme hear tell 'em
lemme hear tell 'em
tell 'em i tell 'em i tell 'em i tell 'em i tell ' em i feel
i say c'mon lemme hear tell 'em tell 'em i feel
yeah yeah yeah huh
well c'mon well c'mon
well c'mon well c'mon
well c'mon well c'mon",happy,1
ML1023,"you keep coming home
you keep coming home
when gone
i met friend
she taught
live end
you keep coming home
you keep coming home
are eye
brown blue
how keep
static cool
my heart soul
are rocked eye
a little blink yea i recognize
a little blink yea that's prize
a white horse
sitting right side
hard ignore
hard disguise
she'll never ever
realize
you keep coming home
you keep coming home
when gone
i mind
i friend laughed time
i friend cried time
i friend screamed time
i friend lied time",angry,0
ML1024,"check
everybody need love
everybody need love
check
everybody need love
everybody need love
check
everybody need love
everybody need love
everybody need love
everybody need love
needs love need love
needs love need love
needs love need love need love need love
needs love need love need love need love
needs love need love need love need love
needs love need love need love need love
needs love
see fatboy slim liveget ticket low
everybody need love
everybody need love
everybody need love",angry,0
ML1025,"wipe capable putting back
rememorize history body like virgin
ladies' night 's night
the kid get high eat tv
so
for halloween i want lenny bruce
i want hate
i want hate
i want hate
so love sly
my old flame broke bar blue prove could
he pay airline djs
he everywhere
i want hate
i want hate
i want hate
so love sly
see metric liveget ticket low
i want hate
i feel far away lately
love sly
fill horrible
how much
where else i live
the dirty sugar factory water
should smell sweet
i want hate
i want hate
i feel far away lately
love sly
i want hate
i want hate
i feel far away lately
love sly
i want hate
i want hate
i feel far away lately
love sly",sad,3
ML1026,"we bring pocket pocket knife
you wanna fight want fight
forgotten sense say ah say ah
and backyard night
we walk fire love flashlight
they wanna fight want fight
forgotten sense say ah say ah oh
walk fire
walk till get dark
there hiding
to save life
you've got try
say
set arm
say ah say ah
say ah say ah
say ah say ahsee warpaint liveget ticket low",angry,0
ML1027,"cats underrated
the power sun
if heavy fall
the player overcomes
we tow away
harness
idle singer
put sleep
strawberry music
paying free
caught zipper lip
you can't tell work
bitransgender
or skater girl
memory mission
of water well
waving rainbow suit
and jumped cow
and fired money
harness",sad,3
ML1028,"it's cold house
open mouth swallowing u
the child sent home school
will stop cry
and i know busy i know care
you got finger pulse got eye everywhere
and hurt time return call
and got time remember
it's cold house
it's cold house
i can't eat i can't sleep
i can't sleep i can't dream
an aversion light
got fear ocean
like drinking poison like eating glass
like drinking poison like eating glass
like drinking poison like eating glass
like drinking poison like eating
it's cold house
it's cold house
it's cold house
it's cold bed
see bloc party liveget ticket low
like drinking poison like eating glass
like drinking poison like eating glass
like drinking poison like eating glass
like drinking poison like eating
oh
woo
ccccome show
how
we got cross eye
been walking wall
we got cross eye
been walking furniture
we got cross eye
for richer poorer better worse
we got cross eye
we've walking furniture",angry,0
ML1029,"you say heart open love bad
you try use word get get
by time try fall apart
i let disconnect heart
and i'll tell right
i'll take long way home
is nothing else i know
i'll take long way home
is nothing else i know
and i'll tell right",sad,3
ML1030,"what say
he say i'm lonely
says i'm lonely
i'll tell everything i know
what know
he say i'm hopeless
says i'm hopeless
and that's i can't send christmas card
it's i keep dark
less big word exclamation mark
the little king locked away
swallowed key
he say alright
but i'm sorry
i'll tell everything i saw
what see
a hundred one
he say alright
but i know i've done
and that's i can't send christmas card
it's i keep dark
less big word
opens window
bored overwhelmed
i overwhelmed
but that's best part
that's best part
cause i've taking advice
like speak spell
and i could get know better
and never know well",sad,3
ML1031,"remind night
a pounding pain head
i think i'll spend day bed
a thousand cigarette went nut
the stranger's hand mine went white
smudged lipstick feeling sick
make fall make
make fall make fall
dancing living room
with light supplied moon
things i've said
tricks i've tried
sorry music's loud
now air thicker cloud
did i really call
i looking someone i knew
make fall make fall
fall make fall",happy,1
ML1032,"because there's song heart
because romance start
because sun shine
the moon star say mine
forever never part
i live love kiss
it's paradise near like
because life worthwhile
and i smile
i live love kiss
it's paradise near like
because life worthwhile
and i smile",happy,1
ML1033,"summertime
and livin' easy
fish jumpin'
and cotton high
oh daddy's rich
and goodlookin'
so hush little baby
don't cry
one morning
you're going rise singing
then spread wing
and take sky
but 'til morning
there's anothing harm
with daddy mammy standing
one morning
you're going rise singing
then spread wing
and take sky
but 'til morning
there's anothing harm
with daddy mammy standing",happy,1
ML1035,"starin' star back screen door
she try try make work
no matter
she's left standin' middle doubt
in lonely night
and pourin' rain
you count
sometimes cry
when alone night
sometimes weeps
when feelin' cold weak
sometimes pain
it tear inside
sometimes cry
ooh i wonder
mercy lover
plays pillow
stares bedroom floor
used million
they've come gone
no matter
she can't figure doin' wrong
see warrant liveget ticket low
and pourin' rain
you count
sometimes cry
when alone night
sometimes weeps
when feelin' cold weak
sometimes pain
oh tear inside
sometimes cry
ooh yeah
livin' lovin' givin' everything got
after heartache
maybe give love one shot yeah
in lonely night
and pourin' rain
the thing i really wanna know
sometimes cry
when alone night
sometimes weeps
oh feelin' cold weak
sometimes pain
oh tear inside
sometimes cry
oh yeah yeah yeah yeah
yeah yeah",angry,0
ML1036,"you know give love away
it open heart everything new
and know time always find way
to let heart believe true
you know love everything say
a whisper word
promises give
you feel heartbeat day
you know way love
amarantine amarantine amarantine
love love love
amarantine amarantine amarantine
love love love
you know love may sometimes make cry
so let tear go flow away
for know love always let fly
how far heart fly away
amarantine amarantine amarantine
love love love
amarantine amarantine amarantine
love love love
amarantine amarantine amarantine
love love love
you know love's shining eye
it may star fallen
and know love rise
for night day belong love",relaxed,2
ML104,"yeah yeah yeah
ahh yeah
i live life like there's tomorrow
and i've got i steal
least i need beg borrow
yes i'm livin' pace kill
ooh yeah
ah ahha yeah whoohooooh
i'll tell y'all
i found simple life ain't simple
when i jumped road
i got love love call real
ain't got nobody waitin' home
ahh yeah
god damn lady know i ain't lying ya
i'm gonna tell one time
aah yeah
yes i
yeah
whoo
whoo
you know i
i found simple life simple
when i jumped road
got love love call real
got nobody waiting home
oh god oh god i'm running oh yeah
uh uh one time
woo",sad,3
ML1040,"shellshock
shellshock
shellshock
shellshock
shellshock
shellshock
shellshock
hold it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
until heart
you call phone left alone
all i get shellshock
another day go i cry
all i get shellshock
i'd tell world save soul
but rain fall i feel cold
a cold sleep within heart
it tear earth sun apart
but that's way i win
a victim evil sin
you've lost hold
by causing change never see
see new order liveget ticket low
hold it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on
until heart
when walk open doorway
counting time one way
we can't find peace mind
and life becomes life crime
and that's day i call name
i came i called vain
you lost faith within heart
the fire soul end start
hold it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on
until heart heart
thats way
i've good i've bad
but common sense i've never
no matter i try try
i hide truth behind lie
but that's way i win
a victim evil sin
you lost faith within heart
the fire soul end start
hold it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating
on it's never enough
it's never enough heart stop beating
the deeper get sweeter pain
don't give game heart stop beating",angry,0
ML1041,"i known better girl like
that i would love everything
and i hey hey hey i
whoa oh i never realized kiss could
this could happen
can't see can't see
that i tell i love oh
you're gonna say love oh
and i ask mine
you're gonna say love
so i realized lot thing
if love got give
give hey hey hey give
whoa oh i never realized kiss could
this could happen
can't see can't see
that i tell i love oh
you're gonna say love oh
and i ask mine
you're gonna say love
you love love
you love",relaxed,2
ML1042,"give sunny day
but mean
without love
and i could travel far
if i could touch star
where would i
without love
whenever i get feeling
down
i think said
and i'd give
and i could fly away
if i could sail today
where would i go
without love
you show way
and give sunny day
but mean
without love
and i could travel far
if i could touch star
where would i
without love
too far
you'd come looking
open arm
i could forget home
be like rolling stone
but would i
without love
and mean
without love
where would i",angry,0
ML1043,"she got stereo big guitar
and that's right
yeah
i got itch restless soul
she gone wind gonna go broke tonight yeah
and that's
girl we've meant since born
no problem coast clear
it's calm storm
this must like livin' paradise
and i wanna go home
this must like livin' paradise
and i wanna go home
dig dig
suzy suzy girl cryin' loud
you got right move
you make eat heart nightly
aw yeah
no special favor make cash
we'll spend later got make romance last
and
that's that's
but one night ain't enough
girl hang tight let go
this must like livin' paradise
and i wanna go home
this must like livin' paradise
and i wanna go home wow
ho ho ho
aw yeah
whoo
this must like livin' paradise
and i wanna go home
this must like livin' paradise
and i wanna go home
this must like livin' paradise
and i wanna go home
this must like livin' paradise",relaxed,2
ML1044,"yummy yummy yummy
i got love tummy
and i feel like aloving
love sweet thing
good enough eat thing
and that's awhat i'm gonna
oh love hold ya
oh love kiss ya
oh love i love
oh love sweeter
sweeter sugar
oh love i let go
yummy yummy yummy
i got love tummy
and silly may seem
the loving giving
is keep living
and love like
peaches cream
kinda like sugar
kinda like spice
kinda like like
kinda sound funny
but love honey
and honey i love
para pararara
para pararara
yummy yummy yummy
i got love tummy
that love satisfy
love sweet thing
good enough eat thing
and sweet thing ain't lie
i love hold ya
i love kiss ya
oh love i love
oh love sweeter
sweeter sugar
oh love i let go
para pararara
para pararara
sweet thing
yummy yummy
sweet thing
para pararara
para pararara
sweet thing
yummy yummy",happy,1
ML1045,"over bridge sigh
to rest eye shade green
under dreamin' spire
to itchycoo park that's i've
what
i got high
what feel
well i cried
but tear
i'll tell
it's beautiful
it's beautiful
it's beautiful
it's beautiful
i feel inclined blow mind
get hung feed duck bun
they come groove
be nice fun sun
i tell i'll
i'd like go
you miss school
why go learn word fool
what
we'll get high
what touch
we'll touch sky
but tear
i'll tell
it's beautiful
it's beautiful
it's beautiful
it's beautiful
i feel inclined blow mind
get hung feed duck bun
they come groove
be nice fun sun
it's beautiful
it's beautiful
it's beautiful
ha it's beautiful
it's beautiful
it's beautiful
it's beautiful
it's beautiful",sad,3
ML1046,"oooooh
baby love baby love
i need oh i need
but treat bad
break heart leave sad
tell i wrong
to make stay away long
'cause baby love baby love
been missing ya miss kissing ya
instead breaking
let's kissing making
don't throw love away
in arm stay
need ya need ya
baby love baby love
why must separate love
all whole life
i never loved one
why like
i get need
ooh ooh
need hold love
feel warm embrace love
don't throw love away
please way
not happy like i used
loneliness got best
my love baby love
i need oh i need
why like
after i've true
so deep love
baby baby ooh
'til hurtin' 'til hurtin'
ooh baby love
don't throw love away
don't throw love away",sad,3
ML1047,"i lost love
got mad closed door
but said try
i chose one
now we're havin' much fun
you treated kind
i'm lose mind
you made happy
i'm glad came life
the others untrue
but came lovin'
i'd spend whole life
'cause came took control
you touch soul
you always show
lovin'
you made happy
i'm glad came life
thank baby
yeah yeah
i love much see
you're even dream
i hear
baby i hear calling
i'm love
all i ever want
thank baby
thank baby
you made happy
i'm glad came life
you made happy
you made happy baby
i'm glad came life
mmm i wanna thank girl
every day life i wanna thank
you made happy
oh i wanna spend life thankin'
thank baby thank baby
thank baby thank",angry,0
ML1048,"maybe i hang around
a little i
we know i got somewhere else go
but i got something tell
that i never thought i would
but i believe really ought know
i love
i honestly love
you answer
i see eye
maybe better left unsaid
this pure simple
and must realise
that coming heart head
i love
i honestly love
i'm trying make feel uncomfortable
i'm trying make anything
but feeling come along everyday
and blow chance
when got chance say
i love
i honestly love
if born
in another place time
this moment might ending kiss
but
and i mine
so i guess we'll leaving
i love
i honestly love
i honestly love",relaxed,2
ML1049,"you know i've wanting
my whole life
and guy
i'm gonna live die
baby baby gonna know
all way i plan thrill
you're gonna see
there's lifetime love
just baby
you baby
ooh baby
just
woah
could made wait long
wanting kiss
but really mine
i'll make time made u miss
baby baby right
i'm gonna hug kiss every night
you're gonna see
that i saved love
just baby
you baby
ooh baby
just
woah
you baby
you baby
ooh baby
just
woah uh
you baby
you baby
oh baby
just
woah uh
you baby",angry,0
ML105,"fame make man take thing
fame let loose hard swallow
fame put thing hollow
fame
fame brain flame
that burn change keep insane
fame
fame like limo
fame get tomorrow
fame need borrow
fame
fame nein it's mine line
to bind time drive crime
fame
could best could
really really babe
could babe could babe
could babe could babe
is wonder i reject first
fame fame fame fame
is wonder cool fool
fame
fame bully chilly
got get rain check pain
fame fame fame fame fame fame fame fame
fame fame fame fame fame fame fame fame
fame fame fame fame fame fame fame
fame
what's name",relaxed,2
