song_id,lyrics,Mood,Mood_encod
ML1007,"shit ain’t the same
niggas don’t wanna stay in they own lane
i’m doing alright i’m good i can’t complain
‘bout a piece of pussy they going against the grain
the sun shining i’m prepared for the rain
you mad i’m late but be glad that i came
that ain’t blood on my shirt bitch i’m covered in stains
like let me explain
no batman and robin i was really robbing
like i ain’t have a option
stick up kid rob the plug now i’m running plays like the auction
if i fuck around and get jammed would you write me?
would you make sure my commissary straight that’s unlikely
i don’t even know why i bothered to ask
i might grab the k and just spaz
i really’ll give my niggas my last
if i was down bad, would you ride ‘til the wheels fell off with expired tags?
i lost my brother an it hurt
but what hurt worse
is watching my mother shed tears ‘cause her oldest child in a hearse
but that ain’t the half shit get deeper
i hide the pain like i’m holding up strong
really, i’m getting weaker and weaker and weaker
i had to come to my senses get my shit together
popped a perky i feel a little better
devil trying to take me under won’t let him
you can run from the pain
but you damn sure can’t hide
‘cause i promise it’s gone eat yo’ ass up inside
i got three daughters i gotta provide
ain’t no pressure like it wasn’t applied
mary j blige not gonna cry
knowing that we fighting to live just to die
you might also likechorus
an i swear shit ain’t been the same since i lost my brother
i’ve been trying to hide the pain but it’s like you can still see it in living color
an i swear i lost it all ‘cause all we had was each other
you weren’t there so how could you tell me things gonna be better
i swallow my pride
i wiped my eyes
i said i ain’t gone cry
not in front of my daughters gotta set an example
i can’t lie i tried
i broke down couldn’t hold it inside
we fighting to live just to die
an i can’t lie shit ain’t like it use to be
an usually i don’t let what the next nigga do influence me
since my brother told me money talk
its like i speak it fluently
running from my past when it catch me what its gone do to me

verse 
those cold nights in a cell
no visitation
sunny days just precipitation
fifteen minute phone calls wasted
in the midst of fighting all these cases
i realized who the fuck gone be out there for my babies
nobody but me
only the strong survive
make your mind up decide
you fell in love like bonnie and clyde
i ran up a check i’m in full stride
you can be here one day and gone the next
don’t do something that you know you gone regret
i ain’t get to tell my brother that i love him
now i’m mad at the world, upset
i thank god that i made it
twenty odd years rip and running these streets
go out bad is you crazy
i feel like tyrese gibson i’m waste deep
speaking on the next man situation ain’t one hunna’
the devil devoured the flower my heart crumbled
i’ma fuck around and go crazy
why do we live?
why do we die?
what is the purpose?
suicidal thoughts like is this shit really worth it
what the fuck did i do to deserve this
hold ya head high when that bullshit start to surface
i’m trying to stay strong for my mama but the shit just ain’t working
chorus
running from my past when it catch me what its gone do to me",happy,1
ML1008,"pour out your heart before him
power belongeth to god

god has spoken once
and twice have i heard this
who can search his understanding
his thoughts higher than ours
all power's in his hands for my life he has a plan
god is our salvation
we find refuge in him
power belongs, power belongs to god
great is our god almighty
and he is strong at battle
power belongs to our god
although an host encamp me
encamp and do surround me
i shall not be afraid of the terror by night
nor the arrow by day
i'm persuaded come what may
you might also likeand now trouble behind me
i've got great joy before me
i shall, i shall not be afraid of the terror by night
and now trouble behind me
power belongs to god
there is nothing too hard for god
nothing too hard for god
nothing too hard, nothing too hard for god
power belongs to god",relaxed,2
ML1009,"maybe we oughta think twice
before we start something nice
no need to sacrifice the spice in our lives, ooh ooh
your love's like fire and ice, pretty baby
that's why we oughta think twice
think twice, think twice


i really love you
you know i do
you know it's true

your love's like fire and ice
you might also like
said i really love you
i said i really love you


you know i love you, baby
you know i do, think twice
i really love you, baby
you know it's true, think twice
you know i do, think twice",happy,1
ML101,"only love can make it rain
the way the beach is kissed by the sea
like the sweat of lovers laying in the fields

love, reign o'er me
rain on me

only love can bring the rain
that makes you yearn to the sky
that falls like tears from all high
rain on me, rain on me
you might also like
on the dry and dusty road
the nights we spend apart alone
i need to get back home to cool, cool rain
i can't sleep and i lay and i think
the night is hot and black as ink
oh god, i need a drink of cool, cool rain

reign o'er me, o'er me, o'er me, whoa
o'er me

love",happy,1
ML1010,"fire on the bayou

down in new orleans, in lucky's din
he wouldn't deal y'all for a th of gin
one dude wanted a bottle of wine
hit that dude yes he did up for a dollar and a dime
take a little toke on your smoke
buy yourself a bottle of wine
cool, cool wine going down your throat
don't try and tell me don't make you feel fine
i got a nickel now, you got a dime
let's get together and have a good time
goin' to buy a fifth, going to buy a joint
when you gettin' down now, you doin' things right""
you might also like""i got swamp water runnin' through my veins
the mississippi river can't be tamed
i pole my pirogue in the middle of the night
i'm an uptown ruler, i can do it right""",happy,1
ML1011,"let me take you to a place i know you want to go
it's a good life
i wanna stand around and beg you
just don't say no
no, no

i have got a feeling that you're gonna like it
what i'm doing to you
and i'm doing what i'm doing
i'll be doing what you want to me to do

love is shining
life is thriving in the good life
good life

a feeling that you get from the good life
once you get that good life feeling
let me tell you no one can take it away
no more bad times
only glad times in the good life
you might also like
when the grooves are rocking nothing feels as good as a good life
i want you to want me
to want the good life all night
no more rainy days
the sun will chase the clouds away
in the good life
no more sorrow
nothing borrowed in the good life",sad,3
ML1014,"little girl, don't you understand?
i wanna be your loving man


all by myself, all by myself
i don't want no one to love you
i wanna love you all by myself

you'll find little girl you know it too
don't you know i'm in love with you

meet me in the parlor 'bout half past one
we will go on out and have some fun
all by ourself, all by ourself
we don't need nobody with us
we gonna do it all by ourself
you might also like
we gonna have it all by ourself

we don't want no one to love you
we will love you all by myself",angry,0
ML1015,"whoa, you're beautiful to me
more than my eyes can see
your hair blowin' in the wind
i don't know why love should end


stardust in the sky
i either love you or die
i've gotta have you in my life
i really wanna make you my wife, ooh

you got the love i need, baby

oh, my only friend
the only truth i know
oh, you taught me things about me
i never thought i'd know

darlin', you been there for me, yeah
through the strangest of the time
oh, it must be meant to be
my kind of little love for mine
you might also like



stardust blowin' in the wind 
i like lovin' you, so 
i'll never, never, never let you go



you got love i need, baby
you got the love i need, baby",angry,0
ML1016,"your love, it means the world to me
words could not express the joy you bring
your love moves me tenderly
to have you by my side means everything, i sing
your love has the best of me
if i could give you more then that would be

settle for my love, settle for my kiss
settle for my love, that you'll never miss
so give to me, darling, take my hand
settle for my kiss
'cause it's all i can give

and like the ocean wide your love runs deep
your love, it moves me tenderly
yeah, like when the birds outside my window sing
ooh, 'cause that's all i can give

i can't bring you precious stars or paradise
and all these things are really on my mind
all that i can give to you is love so true
from the heart 

your love , it means the world to me 
no words, no words express the joy you bring
your love has the best of me 
if i could only give you everything

settle for my love 
settle for my love 
settle for my love 
settle for my love 
settle for my love 
settle for my love 
settle for my love 
settle for my love 
settle for my love",relaxed,2
ML102,"down in the hole, some emotions are hard to hide
it's your decision, it's a chance that you take
it's on your head, it's a habit that's hard to break

do you need a friend?
would you tell no lies?
would you take me in?
are you lonely in the dark?
in the dark
you never listen to the voices inside
they fill your ears as you run to a place to hide
you're never sure if the illusion is real
you pinch yourself but the memories are all you feel
can you break away
from your alibis?
can you make a play?
oh, will you meet me in the dark?
you might also likedon'tcha need me, hey, hey
don'tcha need me, oh yeah
don'tcha leave me, hey, hey
you take no interest, no opinion's too dear
you make the rounds, oh, you try to be so sincere
you guard your hopes and you pocket your dreams
you'd trade it all to avoid an unpleasant scene
can you face the fire
when you see me there?
can you feel the fire?
will you love me in the dark?
in the dark",happy,1
ML1021,"i don't want to know what you're wearing
there are black diamonds in your eyes
and just so you know your skin is scaling

have you fucked all the stray kids yet?
they're there sleeping in my backyard
they're just looking out for no one
except to smoke and have some good fun
with their dogs and wives and new sons
and they probably never will hug
'cause she's never really found love
just a woman who will always love
just a unhappy with a man
and what i, and what i found is that we
we're all just sleeping around
his daughter used to come here
with her daughter and her husband
now no one sees her husband
'cause her ass has caught the harvest
and her pants have got a good fill
i know the suns beneath the window sill
you might also likewell i was joking with my lemonade
i told him to get fucked and then get laid
now what do you say to a man who's got no taste
who's really got no potential
except to procreate so inessential
all we really want to do is love",angry,0
ML1022,"no fun, my babe
no fun


no fun to hang around
feelin' that same old way
freaked out for another day

no fun to be alone
walking by myself
in love with nobody else

well maybe go out, maybe stay home
maybe call mom on the telephone
well c'mon, well c'mon

now hang on, don't you let me go
i said to be alone

well i say, well i say c'mon, ron, i said, i said c'mon, ron, i said c'mon, ron and lemme
i said c'mon ron and lemme hear you tell 'em
lemme hear you tell 'em
tell 'em how i, tell 'em how i, tell 'em how i, tell 'em how i, tell ' em how i feel
i say c'mon lemme hear you tell 'em, tell 'em how i feel
yeah, yeah, yeah, huh",happy,1
ML1023,"you keep me coming home again


when you were gone
i met a friend
she taught me how to
live in the end


are her eyes
brown or blue?
how does she keep her
static cool
my heart and soul
are rocked up in her eyes
a little blink, yea, i recognize
a little blink, yea, that's my prize
a white horse
sitting right there by her side
hard to ignore
hard to disguise
she'll never ever
realize
you might also like

i was out of my mind

i had a friend who laughed all the time
i had a friend who cried all the time
i had a friend who screamed all the time
i had a friend who lied all the time",relaxed,2
ML1024,"check this out
everybody needs love
needs love, needs love
needs love, needs love, needs love, needs love
needs love
see fatboy slim liveget tickets as low as $you might also likeeverybody needs love
everybody needs love",relaxed,2
ML1025,"wipe it up, you're capable of putting back a few when you have to
re-memorize the history of your body, like a virgin
ladies' night, 's night
the kids get high and eat tv
so do we
for halloween, i want to be lenny bruce


i want them to hate me

so you can love me on the sly

my old flame broke the  bar blues just to prove he could
he pays the airline djs now
he is everywhere
i want him to hate me

see metric liveget tickets as low as $you might also likei want him to hate me
i don't feel so far away from you lately
love me on the sly

fill me in on horrible
how much is there?
where else can i live?
the dirty sugar factory on the water

should smell sweet
love me on the sly",sad,3
ML1026,"we bring our pocket, our pocket knives
you wanna fight me, you want to fight
forgotten sense of me, say ah, say ah

and in the backyard into the night
we walk through fire, my love is your flashlight
they wanna fight me, they want to fight
forgotten sense of me, say ah, say ah, oh...
walk through the fire
walk till it gets dark
there is no hiding
to save your life
you've got to try
say you're me now
set your arms down
say ah, say ah
say ah, say ahsee warpaint liveget tickets as low as $",relaxed,2
ML1027,"cats are underrated
the power of the sun
if all the heavy falls on me
the player overcomes
we will tow them away
harness
idle singer
put her to sleep
strawberry music
paying for free
caught in a zipper on the lips
you can't tell her to work
bi-transgender
or skater girl
memory mission
of a water well
 waving in a rainbow suit
and you jumped over a cow
and it's fired his money
harnessyou might also like",relaxed,2
ML1028,"it's so cold in this house
open mouth swallowing us
the children sent home from school
will not stop crying
and i know that you're busy, do i know that you care?
you got your finger on the pulse, you got your eyes everywhere
and it hurts all the time when you don't return my calls
and you haven't got the time to remember how it was


i can't eat, i can't sleep
i can't sleep, i can't dream
an aversion to light
got a fear of the ocean

like drinking poison, like eating glass
like drinking poison, like eating

it's so cold in this bed
see bloc party liveget tickets as low as $you might also like

oh!
woo!
c-c-c-come, show me
how, how it was

we got crosses on our eyes
been walking into the walls again
been walking into the furniture
for richer, for poorer, for better, for worse
we've been walking into the furniture",sad,3
ML1029,"you say your heart is open, but your love is bad
you try and use your words, but you only get what you get
by this time, you'll try to fall apart
i won't let you disconnect your heart
and i'll tell you, it's all right


i'll take the long way home
is there nothing else i should know?
and i'll tell you, it's all- all right
you might also like",relaxed,2
ML1030,"what did he say?
he says i'm lonely
says i'm lonely

i'll tell you everything i know
what do you know?
he says i'm hopeless
says i'm hopeless
and that's why i can't send you christmas cards
it's why i had to keep you in the dark
less big words and more exclamation marks
the little king is locked away
swallowed the key
he says it's alright
but i'm not sorry
i'll tell you everything i saw
what did you see?
a hundred and one
but i know what i've done

less big words and so
you might also likecharmed but destroyed
opens up the window
bored and overwhelmed
i was overwhelmed
but that's the best part
that's the best part

cause i've been taking your advice
like a speak and spell
and i could get to know you better
and never know you well
",happy,1
ML1031,"remind me of the night before
a pounding pain in my head
i think i'll spend all day in bed

a thousand cigarettes went nuts
the stranger's hand in mine went white
smudged lipstick, feeling sick
make out, fall out, make up
make out, fall out, make up, fall out
dancing in the living room
with light supplied by the moon
things i've said but shouldn't
tricks i've tried but couldn't
sorry if the music's too loud
now the air is thicker than the cloud
did i really call you
i was looking for someone i knew
fall out  make up fall out!you might also like",angry,0
ML1032,"because of you, there's a song in my heart
because of you, my romance had its start
because of you, the sun will shine
the moon and stars will say you're mine
forever, and never to part


i only live for your love and your kiss
it's paradise to be near you like this
because of you, my life is now worthwhile
and i can smile because of you

and i can smile because of youyou might also like",happy,1
ML1033,"summertime
and the livin' is easy
fish are jumpin'
and the cotton is high
oh, your daddy's rich
and your ma is good-lookin'
so hush, little baby
don't you cry


one of these mornings
you're going to rise up singing
then you'll spread your wings
and you'll take the sky
but 'til that morning
there's a-nothing can harm you
with daddy and mammy standing by

with daddy and mammy standing byyou might also like",happy,1
ML1035,"starin' at the stars through her back screen door
she tries and tries to make it all work out
no matter what she does
she's left standin' in the middle of doubt

in a lonely night
and in the pourin' rain
you can count on me
sometimes she cries
when she's alone at night
sometimes she weeps
when she's feelin' cold and weak
sometimes the pain
it just tears her up inside
ooh, i wonder why
mercy don't have a lover no more
plays with her pillow
stares at the bedroom floor
used to have a million
they've come and gone
she can't figure out what she's doin' wrong
see warrant liveget tickets as low as $you might also likein a lonely night
oh, it tears her up inside
ooh, yeah
livin', lovin', givin' everything you've got
after all the heartache
maybe give love just one more shot, yeah
the only thing i really wanna know is why
oh, when she's feelin' cold and weak
oh, yeah, yeah, yeah, yeah
yeah, yeah",sad,3
ML1036,"you know when you give your love away
it opens your heart, everything is new
and you know time will always find a way
to let your heart believe it's true


you know love is everything you say;
a whisper, a word
promises you give
you feel it in the heartbeat of the day
you know this is the way love is

amarantine, amarantine, amarantine
love is, love is... love

you know love may sometimes make you cry
so let the tears go, they will flow away
for you know love will always let you fly
how far a heart can fly away
you might also like
you know when love's shining in your eyes
it may be the stars, fallen from above
and you know love is with you when you rise
for night and day belong to love",angry,0
ML1039,"some like the violence
some like submission
some use aggression
some use a bullet in the head to be brave

some like evil
well, some need the power
some bleed in vain
some get a bullet in the head instead

some got the go
some play the role
some scream out in horror just for show
some have no reason
some have no hope
some like it loud
we like it loud, we like it loud

we like it louder
louder than hell
loud
some like it, ooh, some like it
ooh, some like it loud
see mötley crüe liveget tickets as low as $you might also like
some got the honey
some hold the pistol
some need no money
some hang on the string of obscene
ooh, some like it loud",angry,0
ML104,"yeah, yeah, yeah
ahh, yeah


i live my life like there's no tomorrow
and all i've got i had to steal
least i don't need to beg or borrow
yes, i'm livin' at a pace that kills
ooh, yeah


ah, ah-ha yeah, whoo-hoo-ooh
i'll tell y'all about it

i found the simple life ain't so simple
when i jumped out on that road
i got no love, no love you'd call real
ain't got nobody waitin' at home
god damn it lady, you know i ain't lying to ya
i'm only gonna tell you one time
aah, yeah
yes i am
yeah
you might also like
whoo

you know i—
i found the simple life, weren't so simple, no
got no love, no love you'd call real
got nobody waiting at home
oh god, oh god, i'm running, oh yeah
uh, uh, one more time

woo
",sad,3
ML1040,"shellshock


hold on! it's never enough
it's never enough until your heart stops beating
the deeper you get, the sweeter the pain
don't give up the game until your heart stops beating
until your heart

you call me on the phone, you left me all alone
all i get from you is shellshock
another day goes by and all i do is cry
i'd tell the world and save my soul
but rain falls down and i feel cold
a cold that sleeps within my heart
it tears the earth and sun apart
but that's the way  i can win 
a victim of  your evil sin 
you've lost the hold  you've had on me 
by causing the changes that you never see
see new order liveget tickets as low as $you might also like
on! it's never enough
on!

when we walk through open doorways
counting time in one or more ways
we can't find our peace of mind
and life becomes a life of crime
and that's the day  i call your name 
i came to you,  i called in vain 
you lost the faith  within your heart 
the fire in your soul from the end to the start
until your heart, until your heart
that’s the way

i've been good and i've been bad
but common sense i've never had
no matter how i try and try
i hide the truth behind a lie
but that's the way  that i can win 
don't give up the game until your heart stops beating",sad,3
ML1041,"i should have known better with a girl like you
that i would love everything that you do
and i do, hey, hey, hey, and i do


whoa, oh, i never realized what a kiss could be
this could only happen to me
can't you see, can't you see?

that when i tell you that i love you, oh
you're gonna say you love me too, oh
and when i ask you to be mine
you're gonna say you love me too

so i should have realized a lot of things before
if this is love, you've got to give me more
give me more, hey hey hey, give me more

you might also like

you love me too, you love me too
you love me too",sad,3
ML1042,"give me a sunny day
but what does it mean
without your love

and if i could travel far
if i could touch the stars
where would i be
whenever i get to feeling
down and out
i think about what you said
and then i'd give out
and if i could fly away
if i could sail today
where would i go
you can show me the way
and give me a sunny day
you might also likeand if i ever wander away
too far
you'd come looking for me with
open arms
i could forget my home
be like a rolling stone
but who would i be
and what does it mean
where would i be?",angry,0
ML1043,"she got the stereo with the big guitars
and that's all right
yeah 

i got the itch and a restless soul
she gone with the wind, gonna go for broke tonight, yeah
and that's 
girl, we've been meant for this since we were born

no problems now, the coast is clear 
it's just the calm  before the storm
this must be just like livin' in paradise 
and i don't wanna go home 
this must be just like livin' in paradise
and i don't wanna go home
dig it, dig it
suzy, suzy, girl, for cryin' out loud
you got all the right moves
you make me eat my heart out nightly
aw  yeah
no special favors, make it out to cash
we'll spend it later, got to make this romance last
and 
that's it, that's it
you might also likesome folks say easy come is easy go

but one night ain't enough for me
girl, hang on tight and don't let go
this must be just like livin' in paradise 
and i don't wanna go home 
this must be just like livin' in paradise 
and i don't wanna go home, wow
ho ho, ho
aw yeah
whoo
this must be just like livin' in paradise 
and i don't wanna go home 
this must be just like livin' in paradise 
and i don't wanna go home 
and i don't wanna go home 

this must be just like livin' in  paradise",angry,0
ML1044,"yummy, yummy, yummy
i got love in my tummy
and i feel like a-loving you
love, you're such a sweet thing
good enough to eat thing
and that's just a-what i'm gonna do
oh love to hold ya
oh love to kiss ya
oh love, i love it so
oh love, you're sweeter
sweeter than sugar
oh love, i won't let you go

and as silly as it may seem
the loving that you're giving
is what keeps me living
and your love is like
peaches and cream
kind-a like sugar
kind-a like spices
kind-a like, like what you do
kind-a sounds funny
but love, honey
and honey, i love you
you might also like
para, pararara
that your love can satisfy
and sweet thing, that ain't no lie
i love to hold ya
i love to kiss ya

sweet thing...
yummy yummy
sweet thing",angry,0
ML1045,"over bridge of sighs
to rest my eyes in shades of green
under dreamin' spires
to itchycoo park, that's where i've been


what did you do there?
i got high
what did you feel there?
well i cried
but why the tears there?
i'll tell you why

it's all too beautiful

i feel inclined to blow my mind
get hung up, feed the ducks with a bun
they all come out to groove about
be nice and have fun in the sun
you might also like
i tell you what i'll do 
i'd like to go there now with you
you can miss out school 
why go to learn the words of fools?

what will we do there?
we'll get high
what will we touch there?
we'll touch the sky
but why the tears then?

ha! it's all too beautiful
it's all too beautiful",happy,1
ML1046,"ooo-ooh


baby love, my baby love
i need you, oh how i need you 

but all you do is treat me bad
break my heart and leave me sad
tell me, what did i do wrong
to make you stay away so long
'cause baby love, my baby love
been missing ya, miss kissing ya 

instead of breaking up 
let's do some kissing and making up 
don't throw our love away
in my arms, why don't you stay? 
need ya, need ya 

you might also like
why must we separate, my love? 

all of my whole life through 
i never loved no one but you 
why you do me like you do?
i get this need 
ooh, ooh 
need to hold you once again, my love 
feel your warm embrace, my love 

don't throw our love away 
please don't do me this way 
not happy like i used to be
loneliness has got the best of me 
my love, my baby love 
why you do me like you do? 
after i've been true to you 
so deep in love with you
baby, baby, ooh 

'til it's hurtin' me, 'til it's hurtin' me 
ooh, baby love 
don't throw our love away ",angry,0
ML1047,"i lost at love before
got mad and closed the door
but you said try just once more


i chose you for the one
now we're havin' so much fun
you treated me so kind
i'm about to lose my mind

you made me so very happy
i'm so glad you came into my life

the others were untrue
but when it came to lovin' you
i'd spend my whole life with you
'cause you came and you took control
you touch my very soul
you always show me that
lovin' you is where it's at
you might also like
thank you, baby
yeah, yeah

i love you so much you see
you're even in my dreams
i can hear
baby, i can hear you calling me
i'm so in love with you
all i ever want to do is
thank you baby

you made me so, so very happy, baby

mmm, i wanna thank you, girl
every day of my life i wanna thank you
oh, i wanna spend my life thankin' you
thank you baby, thank you baby
thank you baby, thank you",sad,3
ML1048,"maybe i hang around here
a little more than i should
we both know i got somewhere else to go
but i got something to tell you
that i never thought i would
but i believe you really ought to know


i love you
i honestly love you

you don't have to answer
i see it in your eyes
maybe it was better left unsaid
this is pure and simple
and you must realise
that it's coming from my heart and not my head

i'm not trying to make you feel uncomfortable
i'm not trying to make you anything at all
but this feeling doesn't come along everyday
and you shouldn't blow the chance
when you've got the chance to say
you might also like


if we both were born
in another place and time
this moment might be ending in a kiss
but there you are with yours
and here i am with mine
so i guess we'll just be leaving it at this
i honestly love you",angry,0
ML1049,"you know i've been wanting you
my whole life through
and now that you're my guy
i'm gonna live and die for only you


baby, baby, now you're gonna know
all the ways i plan to thrill you so
you're gonna see
there's a lifetime of love in me

just for you, baby
you, baby
ooh, baby
just for you
woah, only you

could have made me wait this long
wanting your kiss
but now you're really mine
i'll make up for the time you've made us miss
baby, baby, now that it's all right
i'm gonna hug and kiss you every night
that i saved all the love in me
you might also like

woah, only you, uh
oh, baby

you, baby",angry,0
ML105,"fame , makes a man take things over
fame , lets him loose, hard to swallow
fame , puts you there where things are hollow
fame 


fame, it's not your brain, it's just the flame
that burns your change to keep you insane 

fame , what you like is in the limo
fame , what you get is no tomorrow
fame , what you need, you have to borrow

fame, ""nein! it's mine!"" is just his line
to bind your time, it drives you to crime

could it be the best, could it be?
really be, really, babe?
could it be, my babe, could it, babe?
could it, babe? could it, babe?
you might also like
is it any wonder i reject you first?
fame , fame, fame, fame
is it any wonder you are too cool to fool

fame, bully for you, chilly for me
got to get a rain check on pain 


fame, fame, fame, fame, fame, fame, fame, fame
fame, fame, fame, fame, fame, fame, fame
fame
what's your name?
",angry,0
ML1050,"i can hear her heart beat from a thousand miles
and the heavens open every time she smiles
and when i come to her that's where i belong
yet i run into her like a river's song

she give me love, love, love, love, crazy love

she's got a fine sense of humour when i'm feeling low down
and when i come to her when the sun goes down
take away my trouble, take away my grief
take away my heartache in the night like a thief

and i need her in the daytime

and i need her in the night
and i want to throw my arms around her
and kiss and hug her kiss and hug her tight

yet when i'm returning from so far away
she gives me some sweet lovin' brighten up my day
yet it make me righteous, yet it make me whole
yet it make me mellow down into my soul",sad,3
