song_id,lyrics,Mood,Mood_encod
ML1007,"shit ’ niggas ’ wan na stay lane ’ alright ’ good ’ complain ‘ bout piece pussy going grain sun shining ’ prepared rain mad ’ late glad came ’ blood shirt bitch ’ covered stains like let explain batman robin really robbing like ’ option stick kid rob plug ’ running plays like auction fuck around get jammed would write ? would make sure commissary straight ’ unlikely ’ even know bothered ask might grab k spaz really ’ give niggas last bad , would ride ‘ til wheels fell expired tags ? lost brother hurt hurt worse watching mother shed tears ‘ cause oldest child hearse ’ half shit get deeper hide pain like ’ holding strong really , ’ getting weaker weaker weaker come senses get shit together popped perky feel little better devil trying take ’ let run pain damn sure ’ hide ‘ cause promise ’ gone eat yo ’ ass inside got three daughters got ta provide ’ pressure like ’ applied mary j blige gon na cry knowing fighting live die might also likechorus swear shit ’ since lost brother ’ trying hide pain ’ like still see living color swear lost ‘ cause ’ could tell things gon na better swallow pride wiped eyes said ’ gone cry front daughters got ta set example ’ lie tried broke ’ hold inside fighting live die ’ pressure like ’ applied ’ lie shit ’ like use usually ’ let next nigga influence since brother told money talk like speak fluently running past catch gone verse cold nights cell visitation sunny days precipitation fifteen minute phone calls wasted midst fighting cases realized fuck gone babies nobody strong survive make mind decide fell love like bonnie clyde ran check ’ full stride one day gone next ’ something know gone regret ’ get tell brother love ’ mad world , upset thank god made twenty odd years rip running streets go bad crazy feel like tyrese gibson ’ waste deep speaking next man situation ’ one hunna ’ devil devoured flower heart crumbled ’ fuck around go crazy live ? die ? purpose ? suicidal thoughts like shit really worth fuck deserve hold ya head high bullshit start surface ’ trying stay strong mama shit ’ working chorus swear shit ’ since lost brother ’ trying hide pain ’ like still see living color swear lost ‘ cause ’ could tell things gon na better swallow pride wiped eyes said ’ gone cry front daughters got ta set example ’ lie tried broke ’ hold inside fighting live die ’ pressure like ’ applied ’ lie shit ’ like use usually ’ let next nigga influence since brother told money talk like speak fluently running past catch gone",happy,1
ML1008,"pour heart power belongeth god god spoken twice heard power belongeth god search understanding thoughts higher power 's hands life plan god salvation find refuge power belongs , power belongs god great god almighty strong battle power belongs god although host encamp encamp surround power belongs god shall afraid terror night arrow day 'm persuaded come may might also likeand trouble behind 've got great joy power belongs , power belongs god great god almighty strong battle power belongs god although host encamp encamp surround power belongs god shall , shall afraid terror night arrow day 'm persuaded come may trouble behind 've got great joy power belongs , power belongs god power belongs god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard , nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard , nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard , nothing hard god power belongs god nothing hard god nothing hard god power belongs god nothing hard god nothing hard god power belongs god power belongs god power belongs god",relaxed,2
ML1009,"maybe oughta think twice start something nice need sacrifice spice lives , ooh ooh love 's like fire ice , pretty baby 's oughta think twice start something nice think twice , think twice really love know really love know 's true really love know really love know 's true maybe oughta think twice start something nice need sacrifice spice lives , ooh ooh love 's like fire ice 's oughta think twice start something nice think twice , think twice might also like really love know said really love know 's true really love know said really love know 's true really love know said really love know 's true know love , baby know , think twice really love , baby know , think twice really love , baby know 's true , think twice know love , baby know , think twice",happy,1
ML101,"love make rain way beach kissed sea love make rain like sweat lovers laying fields love , reign o'er love , reign o'er rain rain love bring rain makes yearn sky love bring rain falls like tears high love , reign o'er rain , rain love , reign o'er rain , rain might also like dry dusty road nights spend apart alone need get back home cool , cool rain ca n't sleep lay think night hot black ink oh god , need drink cool , cool rain love , reign o'er reign o'er , o'er , o'er , whoa love , reign o'er o'er love",happy,1
ML1010,"fire bayou fire bayou fire bayou new orleans , lucky 's din would n't deal y'all th gin one dude wanted bottle wine hit dude yes dollar dime fire bayou fire bayou take little toke smoke buy bottle wine cool , cool wine going throat n't try tell n't make feel fine fire bayou fire bayou got nickel , got dime let 's get together good time goin ' buy fifth , going buy joint gettin ' , doin ' things right '' might also like '' got swamp water runnin ' veins mississippi river ca n't tamed pole pirogue middle night 'm uptown ruler , right ''",happy,1
ML1011,"let take place know want go 's good life wan na stand around beg n't say , , got feeling 're gon na like 'm 'm 'm 'll want love shining life thriving good life good life feeling get good life get good life feeling let tell one take away , , bad times glad times good life good life might also like grooves rocking nothing feels good good life want want want good life night rainy days sun chase clouds away good life good life sorrow nothing borrowed good life good life",sad,3
ML1012,"el hombre esta acercándose hacia el encuentro con la frontera un cambio , una decisión la puerta abierta de una nueva era el mundo que gira al revés pretende que navegue en él ahogando mis ideas el ruido , ambiente soledad de la ciudad nos aíslan de todo por eso comencé escarbar para encontrar los mil un tesoros el mundo que gira al revés pretende sumergirme en él ahogando mis ideas aquí tengo el presentimiento que aquí nada voy arrastrar desde aquí solo voy vivir mi hoy ahora lamento hay en mi corazón es imaginación , es verdadero mientras el tiempo anuncia que por un segundo casi fui un señuelo might also likeel mundo que gira al revés pretende que encienda en él quemando mis ideas cuando hasta un ciego puede ver que nos callamos sin saber perdiéndonos la vuelta aquí tengo el presentimiento que aquí nada voy arrastrar desde aquí solo voy vivir mi hoy ahora cuando hasta un ciego puede ver que nos callamos sin saber perdiéndonos la vuelta aquí tengo el presentimiento que aquí nada voy arrastrar desde aquí solo voy vivir mi hoy ahora aquí",happy,1
ML1013,sido siempre un cambio en la rutina llevó conocerte tú puedes engañar yo sé q tu solamente quieres arrancarme el corazon ... yo voy entrar por la puerta de atras yo quiero jugar tu juego de azar yo soy tu muñeca inflable que pierde muy pronto el aire empieces hablarme de amor porque yo sin ti sobrevivo ! ... te quemas con tu boca importa tu nombre divierto por ahora te hagas ilusiones tu puedes engañar yo se q tu solamente quieres arrancarme el corazon yo voy entrar por la puerta de atras yo quiero jugar tu juego de azar yo soy tu muñeca inflable que pierde muy pronto el aire empieces hablarme de amor porque yo sin ti sobrevivo ! ... might also likeno asusta el destino porque necesito de nadie para hacerme feliz ... yo voy entrar por la puerta de atras yo quiero jugar tu juego de azar yo soy tu muñeca inflable que pierde muy pronto el aire empieces hablarme de amor porque yo sin ti sobrevivo ! ...,happy,1
ML1014,"little girl , n't understand ? wan na loving man , n't want one love wan na love 'll find little girl know n't know 'm love , n't want one love wan na love meet parlor 'bout half past one go fun ourself , ourself n't need nobody us gon na ourself might also like meet parlor 'bout half past one go fun ourself , ourself n't need nobody us gon na ourself little girl , n't understand ? wan na loving man , n't want one love love",angry,0
ML1015,"whoa , 're beautiful eyes see hair blowin ' wind n't know love end stardust sky either love die 've got ta life really wan na make wife , ooh got love need , baby got love need , baby got love need , baby got love need , baby oh , friend truth know oh , taught things never thought 'd know darlin ' , , yeah strangest time oh , must meant kind little love mine might also like got love need , baby ( tell , baby , got ) got love need , baby got love need , baby ( everything need , got ) got love need , baby stardust blowin ' wind ( blowin ' wind ) n't know love end like lovin ' , ( like lovin ' ) 'll never , never , never let go got love need , baby got love need , baby ( hug hold tight , baby ) got love need , baby ( give everything need ) got love need , baby ( one time , baby , got ) got love need , baby got love need , baby got love need , baby got love need , baby",angry,0
ML1016,"love , means world words could express joy bring love moves tenderly side means everything , sing love best could give would settle love , settle kiss settle love , 'll never miss give , darling , take hand settle kiss 'cause 's give settle love , 'll never miss love , means world like ocean wide love runs deep love , moves tenderly yeah , like birds outside window sing settle love , settle kiss settle love , 'll never miss give , darling , take hand settle kiss ooh , 'cause 's give settle love , 'll never miss ca n't bring precious stars paradise things really mind give love true heart ( ooh ) love ( love ) , means world ( means world ) words , words express joy bring love best ( yeah , yeah , yeah ) could give everything settle love , settle kiss settle love , 'll never miss give , darling , take hand settle kiss ooh , 'cause 's give settle love , 'll never miss settle love ( mmm , settle kiss ) settle love ( 'll never , never , never miss ) settle love ( ooh , ooh , 'cause 's give ) settle love ( ooh , give ) settle love ( mmm ) settle love ( wo n't settle love ) settle love ( come take hand , mean world ) settle love ( tenderly , 'm ecstasy ) settle love",relaxed,2
ML1017,"tu triste mirar esconde aquellas lagrimas volveré como podre vivir un ano sin amor la carta dise espérame el tiempo pasasara un ano es un siglo yo volveré que difícil es vivir sin tu amor pronto estaremos juntos te quiero tanto amor el tiempo pasa espérame volveré piensa en mi siempre así que el tiempo pasara la carta dice espérame te quiero tanto amor un ano es un siglo yo volveré piensa en mi siempre así que el tiempo pasara might also likeahí amor , k-paz de la sierra pronto estaremos juntos te quiero tanto amor el tiempo pasa espérame volveré piensa en mi siempre así que el tiempo pasara amor amor amor un ano es un siglo yo vlovere piensa em mi siempre así vlovere un ano es un siglo yo vlovere",relaxed,2
ML1018,"quizás te puedas preguntar qué le hace falta esta noche blanca nuestras vidas que ya han vivido tanto que han visto mil colores de sábanas de seda cuando llueve te gusta caminar vas abrazándome sin prisa aunque te mojes amor mío , lo nuestro es como es es toda una aventura , le hace falta nada estoy aquí , tan enamorado de ti que la noche dura un poco más el grito de una ciudad que nuestras caras la humedad te haré compañía más allá de la vida yo te juro que arriba te amaré más tan enamorados que así la noche dura un poco más la mañana nos traerá un canto nuevo de pájaros alegres amor mío , así es la vida juntos dos locos de repente sonriéndole la gente que nos pasar see ricardo montaner liveget tickets low $ might also like tan enamorados que así la noche dura un poco más viajar tu lado en el tren un sueño difícil de creer poco poco el abrazo boca boca , despacio aliento suspiros tibios , anochecer tan enamorados que así la noche dura un poco más viajar tu lado en el tren un sueño difícil de creer",sad,3
ML1019,"es tan mágico cómo todo pasó en nuestro amor ( nuestro amor ) , nuestro dulce amor es tan fácil que ya nada sorprende en nuestro amor ( nuestro amor ) , este increíble amor todo fue como en un sueño en nuestro amor todo va sucediendo es así , así es hay nada que hacerle es así , así es es así como sucede , este amor es tan sencillo que sé como explicar nuestro amor , nuestro dulce amor sé cuánto tiempo dure el amor pero hoy , hay nada mejor , woah , oh todo fue como en un sueño en nuestro amor todo va sucediendo see rbd liveget tickets low $ might also like es así , así es hay nada que hacerle es así , así es es así como sucede , este amor así es hay nada que hacerle es así , así es es así como sucede , este amor es así , así es hay nada que hacerle ( hay nada que hacerle , eh ) es así , así es es así como sucede ( como sucede ) este amor así es ( cuando así es ) hay nada que hacerle ( nada que hacerle ; nada que hacerle , eh ) es así ( cuando así es ) , así es es así como sucede ( como sucede ; como sucede ) este amor jajaja",happy,1
ML102,"hole , emotions hard hide 's decision , 's chance take 's head , 's habit 's hard break need friend ? would tell lies ? would take ? lonely dark ? dark dark dark never listen voices inside fill ears run place hide 're never sure illusion real pinch memories feel break away alibis ? make play ? oh , meet dark ? dark dark dark dark dark might also likedon'tcha need , hey , hey don'tcha need , oh yeah don'tcha leave , hey , hey don'tcha need , oh yeah take interest , opinion 's dear make rounds , oh , try sincere guard hopes pocket dreams 'd trade avoid unpleasant scene face fire see ? feel fire ? love dark ? dark dark dark dark dark dark dark dark",happy,1
ML1020,"ya quiero oírlo otra vez mi alma está partida en dos por ti importa el fuego en el que ardo hoy dicen que estoy enferma de amor que levanto vuelvo caer por ti cada vez que te apareces frente mí porque sin ti hay camino ni destino , estoy perdida porque sin ti importan los minutos ni los días porque sin ti hay presente ni futuro , sálvame de esta bella traición que mató mi razón ( que mató mi razón ) perdona si olvido de ti lo siento si agoté la ilusión importa el juramento que te dí dicen que tu amor terminó que sólo eres una canción de ayer un suspiro que en el aire se quedó might also like porque sin ti hay camino ni destino , estoy perdida porque sin ti importan los minutos ni los días porque sin ti hay presente ni futuro , sálvame de esta bella traición que mató mi razón ( que mató mi razón ) dónde estarás cuando mis labios te busquen ? dónde estará el sueño tan dulce que era de los dos ? fuiste mi bella traición fuiste mi bella traición porque sin ti hay camino ni destino , estoy perdida porque sin ti importan los minutos ni los días porque sin ti hay presente ni futuro , sálvame de esta bella traición de esta bella traición de esta bella traición que mató mi razón ( fuiste tú , sólo tú ) que mató mi razón",sad,3
ML1021,"n't want know 're wearing black diamonds eyes know skin scaling fucked stray kids yet ? 're sleeping backyard 're looking one except smoke good fun dogs wives new sons probably never hug 'cause 's never really found love woman always love unhappy man , found 're sleeping around daughter used come daughter husband one sees husband 'cause ass caught harvest pants got good fill know suns beneath window sill might also likewell joking lemonade told get fucked get laid say man 's got taste 's really got potential except procreate inessential , found 're sleeping around really want love",angry,0
ML1022,"fun , babe fun fun , babe fun fun hang around feelin ' old way fun hang around freaked another day fun , babe fun fun , babe fun fun alone walking fun alone love nobody else well maybe go , maybe stay home maybe call mom telephone well c'mon , well c'mon well c'mon , well c'mon well c'mon , well c'mon well c'mon , well c'mon fun alone fun alone hang , n't let go fun alone said alone said alone fun well say , well say c'mon , ron , said , said c'mon , ron , said c'mon , ron lem said c'mon ron lem hear tell 'em lem hear tell 'em tell 'em , tell 'em , tell 'em , tell 'em , tell ' em feel say c'mon lem hear tell 'em , tell 'em feel yeah , yeah , yeah , huh well c'mon , well c'mon well c'mon , well c'mon well c'mon , well c'mon",happy,1
ML1023,"keep coming home keep coming home gone met friend taught live end keep coming home keep coming home eyes brown blue ? keep static cool heart soul rocked eyes little blink , yea , recognize little blink , yea , 's prize white horse sitting right side hard ignore hard disguise 'll never ever realize might also like keep coming home keep coming home gone mind friend laughed time friend cried time friend screamed time friend lied time",relaxed,2
ML1024,"check everybody needs love everybody needs love check everybody needs love everybody needs love check everybody needs love everybody needs love everybody needs love everybody needs love needs love , needs love needs love , needs love needs love , needs love , needs love , needs love needs love , needs love , needs love , needs love needs love , needs love , needs love , needs love needs love , needs love , needs love , needs love needs love see fatboy slim liveget tickets low $ might also likeeverybody needs love everybody needs love everybody needs love everybody needs love",relaxed,2
ML1025,"wipe , 're capable putting back re-memorize history body , like virgin ladies ' night , 's night kids get high eat tv halloween , want lenny bruce want hate ( want hate ) want hate ( want hate ) want hate love sly old flame broke bar blues prove could pays airline djs everywhere want hate ( want hate ) want hate ( want hate ) want hate love sly see metric liveget tickets low $ might also likei want hate ( want hate ) want hate n't feel far away lately love sly fill horrible much ? else live ? dirty sugar factory water ( water ) smell sweet want hate want hate n't feel far away lately love sly want hate want hate n't feel far away lately love sly want hate want hate n't feel far away lately love sly",sad,3
ML1026,"bring pocket , pocket knives wan na fight , want fight forgotten sense , say ah , say ah backyard night walk fire , love flashlight wan na fight , want fight forgotten sense , say ah , say ah , oh ... walk fire walk till gets dark hiding save life 've got try say 're set arms say ah , say ah say ah , say ah say ah , say ahsee warpaint liveget tickets low $ might also like",relaxed,2
ML1027,cats underrated power sun heavy falls player overcomes tow away harness idle singer put sleep strawberry music paying free caught zipper lips ca n't tell work bi-transgender skater girl memory mission water well ( 'm ) waving rainbow suit jumped cow 's fired money harnessyou might also like,relaxed,2
ML1028,"'s cold house open mouth swallowing us children sent home school stop crying know 're busy , know care ? got finger pulse , got eyes everywhere hurts time n't return calls n't got time remember 's cold house 's cold house ca n't eat , ca n't sleep ca n't sleep , ca n't dream aversion light got fear ocean like drinking poison , like eating glass like drinking poison , like eating glass like drinking poison , like eating glass like drinking poison , like eating 's cold house 's cold house 's cold house 's cold bed see bloc party liveget tickets low $ might also like like drinking poison , like eating glass like drinking poison , like eating glass like drinking poison , like eating glass like drinking poison , like eating oh ! woo ! c-c-c-come , show , got crosses eyes walking walls got crosses eyes walking furniture got crosses eyes richer , poorer , better , worse got crosses eyes 've walking furniture",sad,3
ML1029,"say heart open , love bad try use words , get get time , 'll try fall apart wo n't let disconnect heart 'll tell , 's right 'll take long way home nothing else know ? 'll take long way home nothing else know ? 'll tell , 's all- right might also like",relaxed,2
ML1030,say ? says 'm lonely says 'm lonely 'll tell everything know know ? says 'm hopeless says 'm hopeless 's ca n't send christmas cards 's keep dark less big words exclamation marks little king locked away swallowed key says 's alright 'm sorry 'll tell everything saw see ? hundred one says 's alright know 've done 's ca n't send christmas cards 's keep dark less big words might also likecharmed destroyed opens window bored overwhelmed overwhelmed 's best part 's best part cause 've taking advice like speak spell could get know better never know well,happy,1
ML1031,"remind night pounding pain head think 'll spend day bed thousand cigarettes went nuts stranger 's hand mine went white smudged lipstick , feeling sick make , fall , make make , fall , make , fall dancing living room light supplied moon things 've said tricks 've tried sorry music 's loud air thicker cloud really call looking someone knew make , fall , make , fall fall ( fades ) make fall ! might also like",angry,0
ML1032,", 's song heart , romance start , sun shine moon stars say 're mine forever , never part live love kiss 's paradise near like , life worthwhile smile live love kiss 's paradise near like , life worthwhile smile youyou might also like",happy,1
ML1033,"summertime livin ' easy fish jumpin' cotton high oh , daddy 's rich good-lookin' hush , little baby n't cry one mornings 're going rise singing 'll spread wings 'll take sky 'til morning 's a-nothing harm daddy mammy standing one mornings 're going rise singing 'll spread wings 'll take sky 'til morning 's a-nothing harm daddy mammy standing byyou might also like",happy,1
ML1035,"starin ' stars back screen door tries tries make work matter 's left standin ' middle doubt lonely night pourin ' rain count sometimes cries 's alone night sometimes weeps 's feelin ' cold weak sometimes pain tears inside sometimes cries ooh , wonder mercy n't lover plays pillow stares bedroom floor used million 've come gone matter ca n't figure 's doin ' wrong see warrant liveget tickets low $ might also likein lonely night pourin ' rain count sometimes cries 's alone night sometimes weeps 's feelin ' cold weak sometimes pain oh , tears inside sometimes cries ooh , yeah livin ' , lovin ' , givin ' everything 've got heartache maybe give love one shot , yeah lonely night pourin ' rain thing really wan na know sometimes cries 's alone night sometimes weeps oh , 's feelin ' cold weak sometimes pain oh , tears inside sometimes cries oh , yeah , yeah , yeah , yeah yeah , yeah",sad,3
ML1036,"know give love away opens heart , everything new know time always find way let heart believe 's true know love everything say ; whisper , word promises give feel heartbeat day know way love amarantine , amarantine , amarantine love , love ... love amarantine , amarantine , amarantine love , love ... love know love may sometimes make cry let tears go , flow away know love always let fly far heart fly away amarantine , amarantine , amarantine love , love ... love amarantine , amarantine , amarantine love , love ... love amarantine , amarantine , amarantine love , love ... love might also like know love 's shining eyes may stars , fallen know love rise night day belong love",angry,0
ML1037,"con él en la ciudad , con él paseas con él vas volar , conmigo juegas con él siempre con el , yo estoy solo siento bien cuando pongo loco con el siempre con el , yo estoy harto siento bien con el papel de un santo esto es así , de cualquier modo tú te vas con él yo quedo solo mira qué ironía , querida él te entrega nada en cambio yo te ofrezco mi vida con sólo una mirada mira qué ironía querida él te entrega nada en cambio yo soy tu medida el único que te ama -hello , hello ? +soy yo -hola mi amor +¿puedes hablar ? -quisiera pero puedo +¿por qué ? -sorry , 've got ta go , 've got ta go might also like con él siempre con él yo estoy solo siento bien porque soy un tonto esto es así , de cualquier modo tu intimas con el yo quedo solo con el siempre con el yo en silencio como puedo ser así tu amor secreto esto es así , de cualquier modo tú te vas con él yo quedo solo mira qué ironía , querida él te entrega nada en cambio yo te ofrezco mi vida con sólo una mirada mira qué ironía querida él te entrega nada en cambio yo soy tu medida el único que te ama ya puedo más esta batalla es igual mira qué ironía , querida él te entrega nada en cambio yo te ofrezco mi vida con sólo una mirada mira qué ironía querida él te entrega nada en cambio yo soy tu medida el único que te ama",angry,0
ML1039,"like violence like submission use aggression use bullet head brave like evil well , need power bleed vain get bullet head instead got go play role scream horror show reason hope like loud like loud , like loud like louder louder hell loud like , ooh , like ooh , like loud see mötley crüe liveget tickets low $ might also like got honey hold pistol need money hang string obscene got go play role scream horror show reason hope like loud like loud , like loud like louder louder hell loud like , ooh , like ooh , like loud loud louder hell loud louder hell loud louder hell loud like , ooh , like ooh , like loud",angry,0
ML104,"yeah , yeah , yeah ahh , yeah live life like 's tomorrow 've got steal least n't need beg borrow yes , 'm livin ' pace kills ooh , yeah ( runnin ' devil ) ah , ah-ha yeah , whoo-hoo-ooh ( runnin ' devil ) 'll tell y'all found simple life ai n't simple jumped road got love , love 'd call real ai n't got nobody waitin ' home ahh , yeah ( runnin ' devil ) god damn lady , know ai n't lying ya 'm gon na tell one time aah , yeah ( runnin ' devil ) yes yeah might also like whoo whoo know i— found simple life , n't simple , jumped road got love , love 'd call real got nobody waiting home ( runnin ' devil ) oh god , oh god , 'm running , oh yeah ( runnin ' devil ) uh , uh , one time woo ( runnin ' devil ) ( runnin ' devil ) ( runnin ' devil ) ( runnin ' devil )",angry,0
